alert_id,clinic_id,alert_type,reference_id,severity,trigger_metric,triggered_date,is_resolved
AL1771,CL0035,Disease_Spike,DIS036,High,Cases increased 445% in 24 hours,2024-12-17,True
AL1772,CL0010,Outbreak_Warning,DIS039,Medium,Geospatial cluster detected: 23 cases within 5km radius,2021-07-01,True
AL1773,CL0046,Outbreak_Warning,DIS020,Medium,Geospatial cluster detected: 50 cases within 5km radius,2021-08-13,True
AL1774,CL0028,Outbreak_Warning,DIS025,Critical,Geospatial cluster detected: 10 cases within 5km radius,2024-02-24,True
AL1775,CL0041,Outbreak_Warning,DIS042,Critical,Geospatial cluster detected: 18 cases within 5km radius,2022-06-19,True
AL1776,CL0046,Disease_Spike,DIS028,Critical,Cases increased 196% in 48 hours,2021-08-24,True
AL1777,CL0050,Disease_Spike,DIS005,Critical,Cases increased 341% in 48 hours,2025-02-06,True
AL1778,CL0017,Disease_Spike,DIS010,Medium,Cases increased 412% in 24 hours,2022-06-18,True
AL1779,CL0021,Low_Stock,DRG010,Medium,Current stock 11 < Buffer 122,2024-06-07,True
AL1780,CL0007,Disease_Spike,DIS036,High,Cases increased 239% in 72 hours,2022-01-23,True
AL1781,CL0012,Outbreak_Warning,DIS040,Medium,Geospatial cluster detected: 42 cases within 5km radius,2021-02-09,True
AL1782,CL0014,Outbreak_Warning,DIS032,High,Geospatial cluster detected: 46 cases within 5km radius,2024-12-21,True
AL1783,CL0010,Outbreak_Warning,DIS006,Critical,Geospatial cluster detected: 13 cases within 5km radius,2024-02-16,True
AL1784,CL0035,Outbreak_Warning,DIS016,Medium,Geospatial cluster detected: 50 cases within 5km radius,2022-11-22,True
AL1785,CL0023,Low_Stock,DRG057,Critical,Current stock 31 < Buffer 97,2022-12-02,True
AL1786,CL0009,Disease_Spike,DIS045,High,Cases increased 418% in 24 hours,2021-06-20,True
AL1787,CL0050,Low_Stock,DRG059,High,Current stock 13 < Buffer 68,2023-02-05,True
AL1788,CL0031,Disease_Spike,DIS009,High,Cases increased 465% in 48 hours,2025-04-26,True
AL1789,CL0045,Low_Stock,DRG059,High,Current stock 42 < Buffer 145,2023-11-06,True
AL1790,CL0033,Outbreak_Warning,DIS038,High,Geospatial cluster detected: 48 cases within 5km radius,2024-11-19,True
AL1791,CL0001,Outbreak_Warning,DIS015,High,Geospatial cluster detected: 11 cases within 5km radius,2024-07-20,True
AL1792,CL0035,Disease_Spike,DIS024,High,Cases increased 154% in 72 hours,2024-08-23,False
AL1793,CL0003,Disease_Spike,DIS047,Critical,Cases increased 464% in 48 hours,2022-02-13,True
AL1794,CL0028,Disease_Spike,DIS043,High,Cases increased 174% in 48 hours,2025-12-01,True
AL1795,CL0024,Disease_Spike,DIS017,Critical,Cases increased 482% in 24 hours,2024-01-22,True
AL1796,CL0010,Low_Stock,DRG051,Critical,Current stock 30 < Buffer 123,2022-07-23,True
AL1797,CL0037,Outbreak_Warning,DIS001,Critical,Geospatial cluster detected: 31 cases within 5km radius,2025-06-17,False
AL1798,CL0006,Low_Stock,DRG060,Critical,Current stock 48 < Buffer 73,2023-02-23,True
AL1799,CL0029,Disease_Spike,DIS048,High,Cases increased 208% in 48 hours,2022-07-27,True
AL1800,CL0034,Low_Stock,DRG096,Medium,Current stock 33 < Buffer 148,2025-07-25,True
AL1801,CL0009,Low_Stock,DRG030,High,Current stock 42 < Buffer 89,2025-05-25,True
AL1802,CL0035,Outbreak_Warning,DIS006,High,Geospatial cluster detected: 21 cases within 5km radius,2021-08-23,True
AL1803,CL0026,Disease_Spike,DIS019,Medium,Cases increased 281% in 72 hours,2024-12-11,True
AL1804,CL0017,Low_Stock,DRG034,Critical,Current stock 42 < Buffer 107,2023-12-04,True
AL1805,CL0003,Outbreak_Warning,DIS010,High,Geospatial cluster detected: 34 cases within 5km radius,2025-01-12,True
AL1806,CL0042,Disease_Spike,DIS045,Critical,Cases increased 154% in 24 hours,2023-06-20,True
AL1807,CL0024,Outbreak_Warning,DIS015,Medium,Geospatial cluster detected: 27 cases within 5km radius,2023-06-01,True
AL1808,CL0020,Outbreak_Warning,DIS024,High,Geospatial cluster detected: 30 cases within 5km radius,2021-01-11,True
AL1809,CL0037,Outbreak_Warning,DIS049,Critical,Geospatial cluster detected: 37 cases within 5km radius,2023-02-02,True
AL1810,CL0005,Low_Stock,DRG061,Medium,Current stock 25 < Buffer 116,2023-06-08,True
AL1811,CL0041,Low_Stock,DRG017,Medium,Current stock 5 < Buffer 124,2023-01-14,True
AL1812,CL0042,Disease_Spike,DIS027,Medium,Cases increased 398% in 72 hours,2025-06-27,True
AL1813,CL0031,Low_Stock,DRG079,High,Current stock 45 < Buffer 113,2025-06-05,False
AL1814,CL0039,Disease_Spike,DIS021,High,Cases increased 218% in 24 hours,2022-01-23,True
AL1815,CL0047,Disease_Spike,DIS026,Medium,Cases increased 238% in 48 hours,2024-08-16,True
AL1816,CL0009,Disease_Spike,DIS050,Medium,Cases increased 286% in 24 hours,2021-06-28,True
AL1817,CL0002,Low_Stock,DRG079,High,Current stock 14 < Buffer 89,2022-06-26,True
AL1818,CL0007,Low_Stock,DRG065,Critical,Current stock 33 < Buffer 107,2021-06-19,True
AL1819,CL0038,Disease_Spike,DIS006,Critical,Cases increased 194% in 24 hours,2023-06-05,True
AL1820,CL0011,Low_Stock,DRG098,Critical,Current stock 16 < Buffer 102,2021-02-07,True
AL1821,CL0001,Disease_Spike,DIS008,High,Cases increased 417% in 24 hours,2025-06-12,True
AL1822,CL0006,Disease_Spike,DIS035,Critical,Cases increased 161% in 24 hours,2024-08-07,False
AL1823,CL0034,Low_Stock,DRG058,Critical,Current stock 17 < Buffer 112,2025-01-20,True
AL1824,CL0036,Disease_Spike,DIS030,High,Cases increased 420% in 48 hours,2023-01-15,True
AL1825,CL0007,Low_Stock,DRG009,Critical,Current stock 21 < Buffer 65,2025-04-09,True
AL1826,CL0021,Disease_Spike,DIS047,Medium,Cases increased 292% in 72 hours,2021-02-27,True
AL1827,CL0007,Low_Stock,DRG047,Medium,Current stock 29 < Buffer 62,2024-07-21,False
AL1828,CL0014,Low_Stock,DRG005,High,Current stock 33 < Buffer 118,2022-02-17,True
AL1829,CL0027,Low_Stock,DRG062,Medium,Current stock 27 < Buffer 116,2022-07-26,True
AL1830,CL0034,Low_Stock,DRG058,Medium,Current stock 37 < Buffer 98,2022-02-21,True
AL1831,CL0034,Outbreak_Warning,DIS026,Critical,Geospatial cluster detected: 28 cases within 5km radius,2025-02-13,True
AL1832,CL0005,Disease_Spike,DIS005,Medium,Cases increased 171% in 24 hours,2025-06-21,True
AL1833,CL0012,Disease_Spike,DIS013,Medium,Cases increased 345% in 48 hours,2021-07-24,True
AL1834,CL0044,Low_Stock,DRG089,Critical,Current stock 34 < Buffer 141,2024-07-20,True
AL1835,CL0037,Low_Stock,DRG014,Medium,Current stock 44 < Buffer 85,2023-06-17,True
AL1836,CL0031,Disease_Spike,DIS033,Medium,Cases increased 313% in 48 hours,2024-03-19,True
AL1837,CL0002,Low_Stock,DRG048,High,Current stock 47 < Buffer 101,2023-05-04,True
AL1838,CL0008,Outbreak_Warning,DIS006,High,Geospatial cluster detected: 12 cases within 5km radius,2023-01-26,True
AL1839,CL0025,Outbreak_Warning,DIS024,Medium,Geospatial cluster detected: 40 cases within 5km radius,2022-01-05,True
AL1840,CL0044,Disease_Spike,DIS044,Medium,Cases increased 348% in 24 hours,2021-06-16,True
AL1841,CL0023,Disease_Spike,DIS042,Critical,Cases increased 232% in 72 hours,2025-06-22,True
AL1842,CL0003,Low_Stock,DRG008,Critical,Current stock 13 < Buffer 88,2025-08-13,True
AL1843,CL0035,Outbreak_Warning,DIS015,Critical,Geospatial cluster detected: 19 cases within 5km radius,2023-05-14,False
AL1844,CL0005,Outbreak_Warning,DIS036,Medium,Geospatial cluster detected: 29 cases within 5km radius,2021-02-03,True
AL1845,CL0050,Outbreak_Warning,DIS032,Medium,Geospatial cluster detected: 12 cases within 5km radius,2022-11-16,True
AL1846,CL0035,Disease_Spike,DIS029,Critical,Cases increased 499% in 72 hours,2022-12-23,True
AL1847,CL0015,Low_Stock,DRG053,Critical,Current stock 10 < Buffer 65,2021-08-23,True
AL1848,CL0041,Disease_Spike,DIS039,Critical,Cases increased 317% in 48 hours,2023-08-14,True
AL1849,CL0013,Low_Stock,DRG098,Critical,Current stock 39 < Buffer 150,2024-11-18,True
AL1850,CL0028,Outbreak_Warning,DIS018,High,Geospatial cluster detected: 36 cases within 5km radius,2024-07-08,True
AL1851,CL0036,Disease_Spike,DIS010,Medium,Cases increased 263% in 24 hours,2024-02-02,True
AL1852,CL0040,Outbreak_Warning,DIS031,Critical,Geospatial cluster detected: 26 cases within 5km radius,2021-01-13,True
AL1853,CL0002,Disease_Spike,DIS013,Critical,Cases increased 382% in 24 hours,2024-07-12,True
AL1854,CL0015,Low_Stock,DRG089,Critical,Current stock 13 < Buffer 101,2021-12-03,True
AL1855,CL0029,Low_Stock,DRG067,High,Current stock 11 < Buffer 134,2021-02-02,True
AL1856,CL0043,Outbreak_Warning,DIS002,High,Geospatial cluster detected: 40 cases within 5km radius,2021-07-11,True
AL1857,CL0033,Outbreak_Warning,DIS039,Critical,Geospatial cluster detected: 25 cases within 5km radius,2023-08-24,False
AL1858,CL0034,Disease_Spike,DIS028,Critical,Cases increased 398% in 24 hours,2023-06-06,True
AL1859,CL0038,Outbreak_Warning,DIS010,Medium,Geospatial cluster detected: 19 cases within 5km radius,2023-02-02,True
AL1860,CL0045,Disease_Spike,DIS016,High,Cases increased 489% in 24 hours,2023-12-18,True
AL1861,CL0047,Disease_Spike,DIS049,High,Cases increased 277% in 72 hours,2023-12-04,True
AL1862,CL0008,Outbreak_Warning,DIS040,Medium,Geospatial cluster detected: 11 cases within 5km radius,2023-02-11,False
AL1863,CL0022,Low_Stock,DRG017,Critical,Current stock 42 < Buffer 66,2021-11-12,True
AL1864,CL0020,Low_Stock,DRG042,High,Current stock 9 < Buffer 109,2022-06-18,True
AL1865,CL0008,Outbreak_Warning,DIS030,High,Geospatial cluster detected: 48 cases within 5km radius,2024-07-18,True
AL1866,CL0048,Disease_Spike,DIS044,Critical,Cases increased 201% in 48 hours,2022-01-23,True
AL1867,CL0004,Disease_Spike,DIS009,High,Cases increased 294% in 48 hours,2021-01-22,True
AL1868,CL0023,Disease_Spike,DIS021,High,Cases increased 319% in 48 hours,2021-01-06,True
AL1869,CL0028,Low_Stock,DRG002,Critical,Current stock 29 < Buffer 126,2021-07-04,True
AL1870,CL0012,Low_Stock,DRG077,High,Current stock 22 < Buffer 139,2025-04-23,True
AL1871,CL0009,Outbreak_Warning,DIS001,Medium,Geospatial cluster detected: 47 cases within 5km radius,2024-02-17,False
AL1872,CL0021,Disease_Spike,DIS012,Critical,Cases increased 475% in 48 hours,2022-07-22,True
AL1873,CL0045,Disease_Spike,DIS015,High,Cases increased 183% in 24 hours,2025-07-02,True
AL1874,CL0021,Outbreak_Warning,DIS040,High,Geospatial cluster detected: 47 cases within 5km radius,2021-07-26,True
AL1875,CL0016,Outbreak_Warning,DIS027,Medium,Geospatial cluster detected: 32 cases within 5km radius,2021-12-02,True
AL1876,CL0033,Outbreak_Warning,DIS038,Critical,Geospatial cluster detected: 48 cases within 5km radius,2025-01-04,True
AL1877,CL0015,Low_Stock,DRG049,High,Current stock 23 < Buffer 68,2024-06-14,True
AL1878,CL0035,Disease_Spike,DIS037,Critical,Cases increased 201% in 72 hours,2024-12-04,True
AL1879,CL0024,Disease_Spike,DIS046,Medium,Cases increased 163% in 48 hours,2024-06-25,True
AL1880,CL0018,Outbreak_Warning,DIS002,Medium,Geospatial cluster detected: 39 cases within 5km radius,2021-02-06,False
AL1881,CL0044,Disease_Spike,DIS019,Critical,Cases increased 429% in 24 hours,2022-02-03,True
AL1882,CL0012,Low_Stock,DRG012,Medium,Current stock 13 < Buffer 88,2024-01-05,True
AL1883,CL0007,Outbreak_Warning,DIS013,Critical,Geospatial cluster detected: 45 cases within 5km radius,2025-05-08,True
AL1884,CL0013,Low_Stock,DRG093,Critical,Current stock 19 < Buffer 69,2021-08-06,True
AL1885,CL0014,Disease_Spike,DIS032,Medium,Cases increased 290% in 48 hours,2022-02-20,True
AL1886,CL0024,Disease_Spike,DIS047,Medium,Cases increased 354% in 48 hours,2024-08-09,False
AL1887,CL0028,Disease_Spike,DIS018,High,Cases increased 467% in 24 hours,2023-06-16,True
AL1888,CL0016,Low_Stock,DRG050,Critical,Current stock 24 < Buffer 112,2025-01-14,True
AL1889,CL0031,Disease_Spike,DIS009,High,Cases increased 276% in 48 hours,2025-07-27,True
AL1890,CL0022,Low_Stock,DRG003,High,Current stock 13 < Buffer 86,2021-07-09,False
AL1891,CL0005,Outbreak_Warning,DIS043,Medium,Geospatial cluster detected: 18 cases within 5km radius,2021-02-08,True
AL1892,CL0014,Outbreak_Warning,DIS037,Critical,Geospatial cluster detected: 37 cases within 5km radius,2025-02-28,True
AL1893,CL0006,Disease_Spike,DIS046,High,Cases increased 328% in 24 hours,2023-12-15,True
AL1894,CL0028,Low_Stock,DRG087,Critical,Current stock 11 < Buffer 108,2022-12-18,True
AL1895,CL0032,Outbreak_Warning,DIS021,High,Geospatial cluster detected: 39 cases within 5km radius,2025-10-26,False
AL1896,CL0031,Outbreak_Warning,DIS012,Critical,Geospatial cluster detected: 10 cases within 5km radius,2025-09-27,True
AL1897,CL0044,Outbreak_Warning,DIS021,Critical,Geospatial cluster detected: 43 cases within 5km radius,2024-07-18,True
AL1898,CL0025,Low_Stock,DRG092,High,Current stock 27 < Buffer 82,2025-09-27,True
AL1899,CL0026,Outbreak_Warning,DIS021,High,Geospatial cluster detected: 17 cases within 5km radius,2025-02-01,True
AL1900,CL0039,Disease_Spike,DIS030,Medium,Cases increased 320% in 72 hours,2023-07-02,True
AL1901,CL0044,Disease_Spike,DIS027,Medium,Cases increased 389% in 48 hours,2021-06-01,True
AL1902,CL0049,Low_Stock,DRG073,Medium,Current stock 13 < Buffer 66,2023-06-02,True
AL1903,CL0014,Low_Stock,DRG014,High,Current stock 20 < Buffer 86,2025-08-24,True
AL1904,CL0027,Low_Stock,DRG002,Critical,Current stock 48 < Buffer 62,2024-07-19,True
AL1905,CL0043,Outbreak_Warning,DIS005,High,Geospatial cluster detected: 12 cases within 5km radius,2024-12-23,True
AL1906,CL0042,Disease_Spike,DIS044,Medium,Cases increased 309% in 72 hours,2023-08-21,True
AL1907,CL0048,Outbreak_Warning,DIS043,High,Geospatial cluster detected: 14 cases within 5km radius,2025-02-23,True
AL1908,CL0024,Outbreak_Warning,DIS047,Critical,Geospatial cluster detected: 30 cases within 5km radius,2025-02-04,True
AL1909,CL0002,Disease_Spike,DIS030,Critical,Cases increased 477% in 24 hours,2025-11-20,True
AL1910,CL0006,Outbreak_Warning,DIS013,Critical,Geospatial cluster detected: 19 cases within 5km radius,2025-06-22,False
AL1911,CL0012,Low_Stock,DRG086,Medium,Current stock 35 < Buffer 108,2025-01-01,False
AL1912,CL0017,Disease_Spike,DIS019,Medium,Cases increased 485% in 24 hours,2021-07-26,False
AL1913,CL0041,Low_Stock,DRG033,Medium,Current stock 37 < Buffer 73,2025-07-13,True
AL1914,CL0018,Outbreak_Warning,DIS040,Critical,Geospatial cluster detected: 22 cases within 5km radius,2022-07-24,True
AL1915,CL0048,Low_Stock,DRG060,High,Current stock 42 < Buffer 71,2024-10-07,True
AL1916,CL0009,Outbreak_Warning,DIS011,Medium,Geospatial cluster detected: 21 cases within 5km radius,2022-08-09,True
AL1917,CL0048,Low_Stock,DRG087,High,Current stock 11 < Buffer 144,2024-02-16,True
AL1918,CL0008,Outbreak_Warning,DIS004,High,Geospatial cluster detected: 47 cases within 5km radius,2023-12-23,True
AL1919,CL0003,Outbreak_Warning,DIS036,High,Geospatial cluster detected: 30 cases within 5km radius,2025-07-18,True
AL1920,CL0004,Disease_Spike,DIS037,Medium,Cases increased 364% in 48 hours,2025-08-26,True
AL1921,CL0014,Low_Stock,DRG043,High,Current stock 30 < Buffer 129,2024-08-20,True
AL1922,CL0038,Low_Stock,DRG017,Medium,Current stock 40 < Buffer 85,2024-01-14,True
AL1923,CL0031,Disease_Spike,DIS011,High,Cases increased 304% in 72 hours,2023-07-23,True
AL1924,CL0023,Low_Stock,DRG064,Critical,Current stock 17 < Buffer 85,2025-08-13,True
AL1925,CL0042,Outbreak_Warning,DIS008,Critical,Geospatial cluster detected: 26 cases within 5km radius,2021-06-13,True
AL1926,CL0045,Low_Stock,DRG099,Medium,Current stock 14 < Buffer 89,2021-05-25,False
AL1927,CL0004,Low_Stock,DRG026,Critical,Current stock 12 < Buffer 122,2025-07-05,True
AL1928,CL0031,Outbreak_Warning,DIS034,High,Geospatial cluster detected: 22 cases within 5km radius,2024-12-02,True
AL1929,CL0022,Low_Stock,DRG060,High,Current stock 32 < Buffer 101,2025-06-12,True
AL1930,CL0008,Outbreak_Warning,DIS045,High,Geospatial cluster detected: 28 cases within 5km radius,2023-06-14,True
AL1931,CL0033,Low_Stock,DRG014,Critical,Current stock 50 < Buffer 68,2022-02-16,True
AL1932,CL0024,Outbreak_Warning,DIS011,Critical,Geospatial cluster detected: 41 cases within 5km radius,2023-12-14,False
AL1933,CL0033,Low_Stock,DRG021,Critical,Current stock 26 < Buffer 116,2022-02-18,False
AL1934,CL0046,Disease_Spike,DIS006,High,Cases increased 437% in 72 hours,2024-06-06,True
AL1935,CL0007,Outbreak_Warning,DIS011,Medium,Geospatial cluster detected: 34 cases within 5km radius,2021-06-11,True
AL1936,CL0010,Disease_Spike,DIS049,High,Cases increased 213% in 24 hours,2021-12-17,True
AL1937,CL0020,Outbreak_Warning,DIS004,Critical,Geospatial cluster detected: 40 cases within 5km radius,2022-06-24,True
AL1938,CL0001,Disease_Spike,DIS011,Critical,Cases increased 276% in 24 hours,2022-06-18,True
AL1939,CL0039,Outbreak_Warning,DIS010,Medium,Geospatial cluster detected: 31 cases within 5km radius,2022-12-26,True
AL1940,CL0048,Disease_Spike,DIS048,Medium,Cases increased 411% in 72 hours,2021-09-13,True
AL1941,CL0036,Disease_Spike,DIS019,High,Cases increased 201% in 72 hours,2024-06-19,True
AL1942,CL0020,Outbreak_Warning,DIS003,Critical,Geospatial cluster detected: 24 cases within 5km radius,2021-02-27,True
AL1943,CL0023,Disease_Spike,DIS035,Critical,Cases increased 323% in 24 hours,2021-12-07,True
AL1944,CL0027,Outbreak_Warning,DIS034,High,Geospatial cluster detected: 34 cases within 5km radius,2024-04-22,True
AL1945,CL0044,Outbreak_Warning,DIS036,High,Geospatial cluster detected: 15 cases within 5km radius,2022-12-27,True
AL1946,CL0012,Low_Stock,DRG072,Critical,Current stock 5 < Buffer 126,2023-08-17,True
AL1947,CL0040,Low_Stock,DRG037,Medium,Current stock 7 < Buffer 80,2021-07-27,True
AL1948,CL0012,Disease_Spike,DIS046,High,Cases increased 348% in 48 hours,2021-03-23,True
AL1949,CL0026,Disease_Spike,DIS038,Critical,Cases increased 331% in 72 hours,2024-06-04,True
AL1950,CL0046,Low_Stock,DRG053,High,Current stock 17 < Buffer 125,2024-08-04,True
AL1951,CL0003,Outbreak_Warning,DIS046,Critical,Geospatial cluster detected: 39 cases within 5km radius,2022-08-26,False
AL1952,CL0044,Low_Stock,DRG023,Critical,Current stock 39 < Buffer 118,2025-07-04,True
AL1953,CL0043,Low_Stock,DRG078,Medium,Current stock 13 < Buffer 125,2025-07-05,True
AL1954,CL0048,Low_Stock,DRG025,Medium,Current stock 7 < Buffer 101,2022-10-10,False
AL1955,CL0047,Disease_Spike,DIS049,Critical,Cases increased 211% in 72 hours,2021-07-06,True
AL1956,CL0006,Disease_Spike,DIS022,High,Cases increased 321% in 48 hours,2024-07-22,True
AL1957,CL0048,Disease_Spike,DIS028,High,Cases increased 396% in 48 hours,2021-07-18,False
AL1958,CL0044,Low_Stock,DRG085,Medium,Current stock 14 < Buffer 70,2025-01-06,True
AL1959,CL0046,Outbreak_Warning,DIS030,Critical,Geospatial cluster detected: 49 cases within 5km radius,2025-01-05,True
AL1960,CL0047,Outbreak_Warning,DIS009,Critical,Geospatial cluster detected: 11 cases within 5km radius,2025-07-21,True
AL1961,CL0039,Low_Stock,DRG041,High,Current stock 42 < Buffer 150,2022-12-18,True
AL1962,CL0011,Low_Stock,DRG069,Medium,Current stock 48 < Buffer 63,2022-01-23,False
AL1963,CL0023,Low_Stock,DRG082,Critical,Current stock 37 < Buffer 115,2025-11-17,True
AL1964,CL0046,Low_Stock,DRG085,High,Current stock 23 < Buffer 90,2024-02-09,True
AL1965,CL0009,Disease_Spike,DIS032,Medium,Cases increased 344% in 48 hours,2023-01-04,True
AL1966,CL0045,Disease_Spike,DIS002,High,Cases increased 234% in 48 hours,2022-02-07,True
AL1967,CL0050,Disease_Spike,DIS011,Critical,Cases increased 449% in 72 hours,2024-01-05,True
AL1968,CL0041,Outbreak_Warning,DIS046,Critical,Geospatial cluster detected: 47 cases within 5km radius,2021-02-03,True
AL1969,CL0014,Low_Stock,DRG014,Critical,Current stock 38 < Buffer 62,2023-07-04,True
AL1970,CL0006,Outbreak_Warning,DIS045,Medium,Geospatial cluster detected: 46 cases within 5km radius,2022-10-26,True
AL1971,CL0036,Low_Stock,DRG098,High,Current stock 36 < Buffer 127,2022-06-12,True
AL1972,CL0048,Disease_Spike,DIS038,Medium,Cases increased 281% in 24 hours,2025-12-21,True
